Image,PSNR,SSIM,RMSE,SAM
385,19.355089825345296,0.7234122,0.10770738869905472,0.08415848016738892
386,19.065354598983994,0.6909652,0.11136078089475632,0.10720609873533249
387,19.575317031844115,0.6524642,0.10501084476709366,0.1056685820221901
388,14.505594884495924,0.5658544,0.18824361264705658,0.17957447469234467
389,13.527545181105642,0.4894638,0.21067972481250763,0.18385620415210724
390,14.18158208500979,0.43130207,0.19539834558963776,0.2820031940937042
391,22.93229454436784,0.83517194,0.07134857028722763,0.11202054470777512
392,18.666531294711074,0.73571235,0.11659326404333115,0.1092919409275055
393,23.441819012667537,0.7766836,0.06728357821702957,0.057413727045059204
394,22.178740681286804,0.78501725,0.07781493663787842,0.052117470651865005
395,19.498086200549423,0.72332364,0.10594871640205383,0.07620653510093689
396,17.42617506485768,0.6429599,0.13449038565158844,0.1311883181333542
397,15.115805755095103,0.51589346,0.17547276616096497,0.19542716443538666
398,12.373780604306981,0.39954257,0.24060849845409393,0.2717352509498596
399,11.954533324639474,0.3935168,0.25250697135925293,0.27206656336784363
400,13.788251330640708,0.43539834,0.20445014536380768,0.23311711847782135
401,22.37964961580587,0.8155014,0.07603569328784943,0.05952566862106323
402,19.198251068694077,0.8019765,0.10966990143060684,0.11881078779697418
403,23.12315504503179,0.7931796,0.06979788094758987,0.062490180134773254
404,15.262819384846932,0.64648294,0.17252779006958008,0.15596996247768402
405,18.59463853955331,0.6704185,0.11756230145692825,0.10940374433994293
406,15.106573909341927,0.51940334,0.17565935850143433,0.18677034974098206
407,13.841914442974218,0.48047933,0.20319092273712158,0.2311018407344818
408,13.750980355136042,0.45568988,0.20532932877540588,0.24480289220809937
